RUC_ID,Tipo_empresa,Grupo_Empresarial,Sector,N_locales,N_trabajadores,Crecimiento_Anual,Tamaño_Fact,Cliente
20467305931,PRIVADA,1,0,1,18,22.65%, 1 ,NO
20414679162,PRIVADA,1,0,1,45,7.65%, 1 ,NO
20520334468,PRIVADA,1,0,1,17,29.86%, 1 ,NO
20100261481,PRIVADA,1,0,1,38,6.75%, 1 ,NO
20492165990,PRIVADA,1,0,1,18,7.95%, 1 ,NO
20538670732,PRIVADA,1,0,1,2,6.75%, 1 ,NO
20100031648,PRIVADA,1,0,1,73,7.12%, 1 ,NO
20509184837,PRIVADA,1,0,1,176,-7.22%, 1 ,NO
20120599063,PRIVADA,1,0,2,104,6.75%, 1 ,NO
20507430555,PRIVADA,1,0,2,70,18.41%, 1 ,NO
20501820025,PRIVADA,1,0,1,85,7.65%, 1 ,NO
20251505111,PRIVADA,1,0,2,23,21.59%, 1 ,NO
20160056062,PRIVADA,1,0,1,34,13.34%, 1 ,NO
20505935684,PRIVADA,1,0,1,15,7.95%, 1 ,NO
20509587958,PRIVADA,1,0,1,20,13.34%, 1 ,NO
20330096749,PRIVADA,1,0,1,139,6.75%, 1 ,NO
20510957581,PRIVADA,1,0,1,19,31.02%, 1 ,NO
20506794898,PRIVADA,1,0,1,9,10.51%, 1 ,NO
20513160373,PRIVADA,1,0,1,178,7.65%, 1 ,NO
20100223636,PRIVADA,1,0,1,2,3.98%, 1 ,NO
20517360954,PRIVADA,1,0,1,200,7.65%, 1 ,NO
20523630556,PRIVADA,1,0,1,18,13.25%, 1 ,NO
20510915748,PRIVADA,1,0,1,18,3.05%, 1 ,NO
20476661472,PRIVADA,1,0,1,46,8.18%, 1 ,NO
20109447324,PRIVADA,1,0,1,41,23.11%, 1 ,NO
20519305179,PRIVADA,1,0,1,20,1.60%, 1 ,NO
20169785237,PRIVADA,1,0,1,36,3.05%, 1 ,NO
20538027295,PRIVADA,1,0,1,2,17.45%, 1 ,NO
20101453414,PRIVADA,1,0,1,17,5.50%, 1 ,NO
20509264512,PRIVADA,1,0,1,19,2.49%, 1 ,NO
20286155317,PRIVADA,1,0,1,119,1.60%, 1 ,NO
20358035052,PRIVADA,1,0,1,36,5.10%, 1 ,NO
20512613218,PRIVADA,1,0,1,90,20.46%, 1 ,NO
20101008283,PRIVADA,1,0,1,816,-12.37%, 1 ,NO
20196818236,PRIVADA,1,0,1,162,2.49%, 1 ,NO
20275751619,PRIVADA,1,0,1,61,11.12%, 1 ,NO
20509553034,PRIVADA,1,0,1,68,16.07%, 1 ,NO
20123270488,PRIVADA,1,0,1,14,2.42%, 1 ,NO
20382748132,PRIVADA,1,0,1,30,7.73%, 1 ,NO
20433596731,PRIVADA,1,0,1,73,13.35%, 1 ,NO
20384759166,PRIVADA,1,0,1,145,7.73%, 1 ,NO
20378148813,PRIVADA,1,0,2,146,7.91%, 1 ,NO
20455188688,PRIVADA,1,0,1,21,5.10%, 1 ,NO
20100251176,PRIVADA,1,0,1,131,15.54%, 1 ,NO
20506601330,PRIVADA,1,0,1,105,2.42%, 1 ,NO
20513452153,PRIVADA,1,0,1,57,36.92%, 1 ,NO
20348410637,PRIVADA,1,0,1,20,5.10%, 1 ,NO
20101387101,PRIVADA,1,0,2,194,7.73%, 1 ,NO
20519330874,PRIVADA,1,0,1,391,1.59%, 1 ,NO
20440436618,PRIVADA,1,0,1,19,1.60%, 1 ,NO
20450306798,PRIVADA,1,0,1,17,7.91%, 1 ,NO
20523540999,PRIVADA,1,0,1,203,15.13%, 1 ,NO
20101020739,PRIVADA,1,0,1,65,7.73%, 1 ,NO
20478220171,PRIVADA,1,0,1,9,2.49%, 1 ,NO
20254356051,PRIVADA,1,0,1,10,39.77%, 1 ,NO
20379037012,PRIVADA,1,0,2,107,22.51%, 1 ,NO
20511172633,PRIVADA,1,0,1,3,5.10%, 1 ,NO
20527234850,PRIVADA,1,0,1,16,5.10%, 1 ,NO
20342782702,PRIVADA,1,0,1,19,5.10%, 1 ,NO
20136849019,PRIVADA,1,0,1,67,5.10%, 1 ,NO
20486464098,PRIVADA,1,0,1,5,23.71%, 1 ,NO
20349405688,PRIVADA,1,0,1,3,16.07%, 1 ,NO
20523001931,PRIVADA,1,0,1,85,7.73%, 1 ,NO
20126968176,PRIVADA,1,0,1,20,16.00%, 1 ,NO
20545313112,PRIVADA,1,0,1,368,5.50%, 1 ,NO
20481157308,PRIVADA,1,0,1,158,7.73%, 1 ,NO
20509411671,PRIVADA,1,0,1,50,5.50%, 1 ,NO
20445412890,PRIVADA,1,0,1,17,16.00%, 1 ,NO
20512293639,PRIVADA,1,Engineering & Construction,1,434,3.92%, 2 ,NO
20360945325,PRIVADA,1,0,1,22,7.73%, 1 ,NO
20508164191,PRIVADA,1,0,1,65,15.54%, 1 ,NO
20101810462,PRIVADA,1,0,1,35,3.05%, 1 ,NO
20510216220,PRIVADA,1,0,1,37,23.71%, 1 ,NO
20419669394,PRIVADA,1,0,1,42,-0.99%, 1 ,NO
20428674201,PRIVADA,1,0,1,66,24.33%, 1 ,NO
20213635531,PRIVADA,1,0,1,90,2.42%, 1 ,NO
20330799073,PRIVADA,1,0,1,74,2.29%, 1 ,NO
20492111636,PRIVADA,1,0,1,35,40.47%, 1 ,NO
20414675761,PRIVADA,1,0,1,13,4.66%, 1 ,NO
20453668631,PRIVADA,1,0,1,31,7.73%, 1 ,NO
20349027985,PRIVADA,1,0,1,32,5.10%, 1 ,NO
20256459010,PRIVADA,1,0,1,7,7.73%, 1 ,NO
20389395481,PRIVADA,1,0,1,60,9.51%, 1 ,NO
20100104114,PRIVADA,1,0,4,39,10.54%, 1 ,NO
20410312396,PRIVADA,1,0,1,19,-3.10%, 1 ,NO
20484223654,PRIVADA,1,0,1,29,-0.54%, 1 ,NO
20519765331,PRIVADA,1,0,1,40,-0.43%, 1 ,NO
20293797189,PRIVADA,1,0,1,124,1.87%, 1 ,NO
20507410791,PRIVADA,1,0,1,45,13.49%, 1 ,NO
20431091110,PRIVADA,1,0,1,74,-1.99%, 1 ,NO
20117352235,PRIVADA,1,0,1,27,1.87%, 1 ,NO
20489444187,PRIVADA,1,0,1,12,2.20%, 1 ,NO
20558078091,PRIVADA,1,0,1,16,32.39%, 1 ,NO
20393323966,PRIVADA,1,0,1,14,9.35%, 1 ,NO
20101209181,PRIVADA,1,0,1,16,-0.43%, 1 ,NO
20123760141,PRIVADA,1,0,2,58,-29.13%, 1 ,NO
20502811674,PRIVADA,1,0,1,25,10.54%, 1 ,NO
20523433050,PRIVADA,1,0,2,92,9.35%, 1 ,NO
20500269732,PRIVADA,1,0,1,145,-0.43%, 1 ,NO
20517482472,PRIVADA,1,0,1,31,0.23%, 1 ,NO
20505126069,PRIVADA,1,0,1,17,5.15%, 1 ,NO
20521368901,PRIVADA,1,0,2,23,6.92%, 1 ,NO
20523052684,PRIVADA,1,0,1,26,-0.54%, 1 ,NO
20100654611,PRIVADA,1,0,1,40,9.51%, 1 ,NO
20498192930,PRIVADA,1,0,1,51,-0.43%, 1 ,NO
20510110405,PRIVADA,1,0,1,13,18.12%, 1 ,NO
20122051804,PRIVADA,1,0,1,132,-0.54%, 1 ,NO
20519420512,PRIVADA,1,0,1,82,-3.94%, 1 ,NO
20108813742,PRIVADA,1,0,1,60,0.23%, 1 ,NO
20518941381,PRIVADA,1,0,1,13,1.84%, 1 ,NO
20510396295,PRIVADA,1,0,1,2,33.02%, 1 ,NO
20502102517,PRIVADA,1,0,1,5,9.51%, 1 ,NO
20438874675,PRIVADA,1,0,1,36,25.99%, 1 ,NO
20473139376,PRIVADA,1,0,1,43,0.23%, 1 ,NO
20528099328,PRIVADA,1,0,1,6,13.54%, 1 ,NO
20504863116,PRIVADA,1,0,1,88,0.23%, 1 ,NO
20101628664,PRIVADA,1,0,1,36,13.54%, 1 ,NO
20493384491,PRIVADA,1,0,1,74,-0.54%, 1 ,NO
20131173734,PRIVADA,1,0,1,71,17.35%, 1 ,NO
20393410184,PRIVADA,1,0,1,16,9.51%, 1 ,NO
20101294430,PRIVADA,1,0,2,62,-2.99%, 1 ,NO
20101588930,PRIVADA,1,0,1,104,2.42%, 1 ,NO
20346949318,PRIVADA,1,0,1,102,-3.75%, 1 ,NO
20548366942,PRIVADA,1,0,1,10,13.54%, 1 ,NO
20494971993,PRIVADA,1,0,1,11,1.87%, 1 ,NO
20516453835,PRIVADA,1,0,1,16,-2.99%, 1 ,NO
20101004881,PRIVADA,1,0,1,46,9.35%, 1 ,NO
20100810418,PRIVADA,1,0,1,37,9.51%, 1 ,NO
20522012336,PRIVADA,1,0,1,11,2.42%, 1 ,NO
20517700640,PRIVADA,1,0,1,55,13.01%, 1 ,NO
20143289479,PRIVADA,1,0,1,18,9.51%, 1 ,NO
20100042500,PRIVADA,1,0,1,39,13.01%, 1 ,NO
20509831026,PRIVADA,1,0,1,141,17.72%, 1 ,NO
20509376078,PRIVADA,1,0,1,77,13.49%, 1 ,NO
20454315848,PRIVADA,1,0,1,10,29.57%, 1 ,NO
20102028687,PRIVADA,1,0,1,27,10.16%, 1 ,NO
20517940101,PRIVADA,1,0,1,13,13.54%, 1 ,NO
20514039675,PRIVADA,1,0,1,17,1.87%, 1 ,NO
20512378979,PRIVADA,1,0,1,16,9.79%, 1 ,NO
20100466458,PRIVADA,1,0,1,12,9.35%, 1 ,NO
20393560232,PRIVADA,1,0,1,5,13.49%, 1 ,NO
20452634873,PRIVADA,1,0,1,456,13.01%, 1 ,NO
20531435983,PRIVADA,1,0,1,14,-3.75%, 1 ,NO
20512444513,PRIVADA,1,0,1,45,9.85%, 1 ,NO
20352436233,PRIVADA,1,0,1,41,-3.09%, 1 ,NO
20502527283,PRIVADA,1,0,1,194,6.03%, 1 ,NO
20132051675,PRIVADA,1,0,1,48,9.85%, 1 ,NO
20100170419,PRIVADA,1,0,1,41,9.69%, 1 ,NO
20392777190,PRIVADA,1,0,1,16,-5.31%, 1 ,NO
20123266707,PRIVADA,1,0,1,64,-0.91%, 1 ,NO
20512503382,PRIVADA,1,0,1,7,1.05%, 1 ,NO
10028037878,PRIVADA,1,0,1,10,12.78%, 1 ,NO
20527956057,PRIVADA,1,0,1,0,14.39%, 1 ,NO
20121797314,PRIVADA,1,0,1,134,1.05%, 1 ,NO
20377761902,PRIVADA,1,0,1,89,7.61%, 1 ,NO
20100081581,PRIVADA,1,0,1,27,13.41%, 1 ,NO
20522471101,PRIVADA,1,0,1,20,14.06%, 1 ,NO
20446127391,PRIVADA,1,0,1,5,6.03%, 1 ,NO
20518590732,PRIVADA,1,0,1,25,-1.81%, 1 ,NO
20510756682,PRIVADA,1,0,1,0,-0.91%, 1 ,NO
20480162278,PRIVADA,1,0,1,9,6.03%, 1 ,NO
20519224179,PRIVADA,1,0,1,46,14.14%, 1 ,NO
20416001104,PRIVADA,1,0,1,136,-0.91%, 1 ,NO
20530936121,PRIVADA,1,0,1,1,7.61%, 1 ,NO
20332151691,PRIVADA,1,0,1,19,6.03%, 1 ,NO
20512134590,PRIVADA,1,0,6,117,9.85%, 1 ,NO
20327631978,PRIVADA,1,0,1,16,9.69%, 1 ,NO
20531524579,PRIVADA,1,0,1,160,-3.09%, 1 ,NO
20100054001,PRIVADA,1,0,1,20,9.69%, 1 ,NO
20548279039,PRIVADA,1,0,1,18,6.03%, 1 ,NO
20101094007,PRIVADA,1,0,1,0,6.51%, 1 ,NO
20439919818,PRIVADA,1,0,1,21,9.69%, 1 ,NO
20172023089,PRIVADA,1,0,1,50,6.51%, 1 ,NO
20447788587,PRIVADA,1,0,1,26,9.69%, 1 ,NO
20525281788,PRIVADA,1,0,1,21,22.12%, 1 ,NO
20100862132,PRIVADA,1,0,1,25,8.45%, 1 ,NO
20518680723,PRIVADA,1,0,1,2,0.19%, 1 ,NO
20441409002,PRIVADA,1,0,1,38,1.04%, 1 ,NO
20491855020,PRIVADA,1,0,1,13,16.17%, 1 ,NO
20450545270,PRIVADA,1,0,1,17,22.14%, 1 ,NO
20439253852,PRIVADA,1,0,1,38,-10.99%, 1 ,NO
20507142924,PRIVADA,1,0,1,14,11.10%, 1 ,NO
20477936700,PRIVADA,1,0,1,96,4.38%, 1 ,NO
20121952140,PRIVADA,1,0,1,24,7.91%, 1 ,NO
20251474304,PRIVADA,1,0,1,260,7.31%, 1 ,NO
20510146698,PRIVADA,1,0,1,20,1.04%, 1 ,NO
20279120877,PRIVADA,1,0,1,182,-4.15%, 1 ,NO
20519008981,PRIVADA,1,0,1,16,1.04%, 1 ,NO
20309757662,PRIVADA,1,0,1,17,19.60%, 1 ,NO
20527344019,PRIVADA,1,0,1,9,8.67%, 1 ,NO
20487179427,PRIVADA,1,0,1,6,-19.81%, 1 ,NO
20507418776,PRIVADA,1,0,1,17,1.04%, 1 ,NO
20507445587,PRIVADA,1,0,1,0,22.50%, 1 ,NO
20508699035,PRIVADA,1,0,1,19,7.31%, 1 ,NO
20255020278,PRIVADA,1,0,1,175,6.65%, 1 ,NO
20509882101,PRIVADA,1,0,1,16,-6.00%, 1 ,NO
20274117541,PRIVADA,1,0,1,89,4.38%, 1 ,NO
20430829816,PRIVADA,1,0,1,98,-4.15%, 1 ,NO
20101354602,PRIVADA,1,0,1,20,-5.89%, 1 ,NO
20514648183,PRIVADA,1,0,1,8,16.65%, 1 ,NO
20522050424,PRIVADA,1,0,1,112,-5.28%, 1 ,NO
20480914822,PRIVADA,1,0,1,22,7.31%, 1 ,NO
20493324242,PRIVADA,1,0,1,15,10.18%, 1 ,NO
20132676004,PRIVADA,1,0,1,89,0.08%, 1 ,NO
20548093105,PRIVADA,1,0,1,0,19.36%, 1 ,NO
20418777151,PRIVADA,1,0,1,17,4.79%, 1 ,NO
20509815501,PRIVADA,1,0,1,543,4.79%, 1 ,NO
20100079179,PRIVADA,1,0,1,19,9.08%, 1 ,NO
20101120288,PRIVADA,1,0,1,21,1.04%, 1 ,NO
20115296150,PRIVADA,1,0,1,10,1.04%, 1 ,NO
20317082062,PRIVADA,1,0,1,13,4.79%, 1 ,NO
20116689848,PRIVADA,1,0,1,255,5.26%, 1 ,NO
20514527475,PRIVADA,1,0,1,49,7.31%, 1 ,NO
20480427247,PRIVADA,1,0,1,3,9.08%, 1 ,NO
20514298425,PRIVADA,1,0,1,14,7.51%, 1 ,NO
20512613994,PRIVADA,1,0,1,417,1.70%, 1 ,NO
20525285261,PRIVADA,1,0,1,43,1.04%, 1 ,NO
20100070546,PRIVADA,1,0,1,124,-4.15%, 1 ,NO
20479901067,PRIVADA,1,0,1,14,4.38%, 1 ,NO
20500242966,PRIVADA,1,0,1,44,4.79%, 1 ,NO
20350218689,PRIVADA,1,0,1,4,20.51%, 1 ,NO
20510280319,PRIVADA,1,0,1,14,14.83%, 1 ,NO
20514141011,PRIVADA,1,0,1,17,-0.78%, 1 ,NO
20341078076,PRIVADA,1,0,1,49,2.82%, 1 ,NO
20527777551,PRIVADA,1,0,1,6,5.54%, 1 ,NO
20505070179,PRIVADA,1,0,1,205,3.21%, 1 ,NO
20393103842,PRIVADA,1,0,1,217,-0.78%, 1 ,NO
20544098421,PRIVADA,1,0,1,8,5.82%, 1 ,NO
20515127071,PRIVADA,1,0,1,47,-0.27%, 1 ,NO
20509962392,PRIVADA,1,0,1,99,0.24%, 1 ,NO
20102285493,PRIVADA,1,0,1,76,6.80%, 1 ,NO
20481787743,PRIVADA,1,0,1,90,5.54%, 1 ,NO
20482690875,PRIVADA,1,0,1,14,2.82%, 1 ,NO
20521787547,PRIVADA,1,0,1,34,5.54%, 1 ,NO
20512048839,PRIVADA,1,0,1,5,-0.27%, 1 ,NO
20524266939,PRIVADA,1,0,1,161,-0.27%, 1 ,NO
20520695053,PRIVADA,1,0,2,25,2.82%, 1 ,NO
20523301811,PRIVADA,1,0,1,73,4.43%, 1 ,NO
20374246179,PRIVADA,1,0,1,49,17.55%, 1 ,NO
20202997113,PRIVADA,1,0,1,18,-0.78%, 1 ,NO
20494217458,PRIVADA,1,0,1,132,14.12%, 1 ,NO
20484298158,PRIVADA,1,0,1,9,14.12%, 1 ,NO
20501881750,PRIVADA,1,0,1,148,8.69%, 1 ,NO
20100295891,PRIVADA,1,0,1,46,-0.27%, 1 ,NO
20514326496,PRIVADA,1,0,1,5,14.52%, 1 ,NO
20107914995,PRIVADA,1,0,2,27,3.21%, 1 ,NO
20348511824,PRIVADA,1,Consumer,2,617,3.92%, 2 ,NO
20129917891,PRIVADA,1,0,1,19,2.82%, 1 ,NO
20416002500,PRIVADA,1,0,1,87,3.21%, 1 ,NO
20432239099,PRIVADA,1,0,1,60,14.52%, 1 ,NO
20381211542,PRIVADA,1,0,1,14,-6.82%, 1 ,NO
20480615167,PRIVADA,1,0,1,11,-25.80%, 1 ,NO
20101782744,PRIVADA,1,0,1,17,-3.51%, 1 ,NO
20100784239,PRIVADA,1,0,3,29,-5.15%, 1 ,NO
20508025310,PRIVADA,1,0,1,11,5.82%, 1 ,NO
20507849165,PRIVADA,1,0,1,56,-0.27%, 1 ,NO
20104625500,PRIVADA,1,0,1,26,17.55%, 1 ,NO
20447388481,PRIVADA,1,0,2,262,7.96%, 1 ,NO
20509685615,PRIVADA,1,0,1,14,-0.27%, 1 ,NO
20511375828,PRIVADA,1,0,1,17,0.00%, 1 ,NO
20536944975,PRIVADA,1,0,1,175,2.41%, 1 ,NO
20498693718,PRIVADA,1,0,2,16,-1.11%, 1 ,NO
20100977461,PRIVADA,1,0,1,136,2.93%, 1 ,NO
20208752759,PRIVADA,1,0,1,14,1.60%, 1 ,NO
20504082564,PRIVADA,1,0,1,20,2.86%, 1 ,NO
20450552136,PRIVADA,1,0,1,11,-9.48%, 1 ,NO
20154639293,PRIVADA,1,0,1,12,-15.35%, 1 ,NO
20502562356,PRIVADA,1,0,1,765,-14.37%, 1 ,NO
20515528734,PRIVADA,1,0,1,47,13.84%, 1 ,NO
20504905137,PRIVADA,1,0,1,12,-7.16%, 1 ,NO
20196437194,PRIVADA,1,0,1,19,13.26%, 1 ,NO
20537484226,PRIVADA,1,0,1,3,15.98%, 1 ,NO
20306102967,PRIVADA,1,0,2,48,-0.89%, 1 ,NO
20358896121,PRIVADA,1,0,1,64,4.89%, 1 ,NO
20131507454,PRIVADA,1,0,1,18,3.53%, 1 ,NO
20516145855,PRIVADA,1,0,1,197,4.89%, 1 ,NO
20511193711,PRIVADA,1,0,1,9,1.65%, 1 ,NO
20504981747,PRIVADA,1,0,1,3,1.72%, 1 ,NO
20277185076,PRIVADA,1,0,1,15,15.99%, 1 ,NO
20133176404,PRIVADA,1,0,1,69,-21.47%, 1 ,NO
20100344000,PRIVADA,1,0,1,18,13.84%, 1 ,NO
20440369082,PRIVADA,1,0,1,178,9.35%, 1 ,NO
20484054879,PRIVADA,1,0,2,14,-2.38%, 1 ,NO
20454319592,PRIVADA,1,0,1,57,-1.17%, 1 ,NO
20100705541,PRIVADA,1,0,1,20,-0.96%, 1 ,NO
20503440530,PRIVADA,1,0,1,12,-4.99%, 1 ,NO
20258352638,PRIVADA,1,0,1,28,6.09%, 1 ,NO
20212334554,PRIVADA,1,0,1,19,-2.02%, 1 ,NO
20449277211,PRIVADA,1,0,1,13,11.17%, 1 ,NO
20358856684,PRIVADA,1,0,1,21,-2.02%, 1 ,NO
20131559764,PRIVADA,1,0,1,49,-1.17%, 1 ,NO
20516444178,PRIVADA,1,0,1,36,9.01%, 1 ,SI
20505837755,PRIVADA,1,0,1,47,-0.91%, 1 ,NO
20160058430,PRIVADA,1,0,1,33,-4.44%, 1 ,NO
20112809512,PRIVADA,1,0,1,111,0.07%, 1 ,NO
20389099164,PRIVADA,1,0,1,90,-4.44%, 1 ,NO
20267049361,PRIVADA,1,0,1,12,6.09%, 1 ,NO
20387236261,PRIVADA,1,0,1,102,-6.46%, 1 ,NO
20454688440,PRIVADA,1,0,1,12,4.19%, 1 ,NO
20558105756,PRIVADA,1,0,1,41,-15.30%, 1 ,NO
20518514980,PRIVADA,1,0,1,16,-5.79%, 1 ,NO
20537924218,PRIVADA,1,0,1,15,-18.82%, 1 ,NO
20406538053,PRIVADA,1,0,1,8,6.34%, 1 ,NO
20100043573,PRIVADA,1,0,1,52,-5.72%, 1 ,NO
20507775889,PRIVADA,1,Health Services,1,155,14.54%, 2 ,NO
20256192269,PRIVADA,1,Banking & Capital Markets,1,17,3.39%, 2 ,NO
20513362162,PRIVADA,1,Engineering & Construction,1,0,78.24%, 2 ,NO
20291939083,PRIVADA,1,Consumer,1,229,38.63%, 2 ,NO
20348233671,PRIVADA,1,Business Services,1,277,3.92%, 2 ,SI
20511129975,PRIVADA,1,Engineering & Construction,4,0,43.04%, 2 ,NO
20302091766,PRIVADA,1,Engineering & Construction,1,483,-6.94%, 2 ,NO
20523317815,PRIVADA,1,Retail,1,19,-4.90%, 2 ,SI
20513640316,PRIVADA,1,Engineering & Construction,1,416,3.92%, 2 ,SI
20255361695,PRIVADA,1,Pharma & Life Sciences ,1,202,3.92%, 2 ,NO
20100123411,PRIVADA,1,Business Services,1,589,3.92%, 2 ,SI
20553617627,PRIVADA,1,Education - National,1,794,43.04%, 2 ,SI
20390724919,PRIVADA,1,Business Services,2,623,3.39%, 2 ,SI
20516463121,PRIVADA,1,Retail,1,314,3.39%, 2 ,SI
20304289512,PRIVADA,1,Business Services,1,2260,-4.90%, 2 ,NO
20380122317,PRIVADA,1,Engineering & Construction,1,186,32.54%, 2 ,SI
20100129028,PRIVADA,1,Pharma & Life Sciences ,1,95,16.77%, 2 ,SI
20517930998,PRIVADA,1,Business Services,1,858,14.54%, 2 ,NO
20143611893,PRIVADA,1,0,1,89,18.43%, 1 ,NO
20113733641,PRIVADA,1,0,1,203,18.43%, 1 ,NO
20268911082,CONSORCIO,1,0,2,245,12.26%, 1 ,NO
20504326617,CONSORCIO,1,0,1,132,4.38%, 1 ,NO
20511603634,CONSORCIO,1,0,1,8,17.76%, 1 ,NO
20392664310,PRIVADA,1,Consumer,1,64,-7.71%, 2 ,NO
20601434335,PRIVADA,1,Metals and Mining,1,0,65.15%, 2 ,NO
20266596805,PRIVADA,1,Engineering & Construction,1,38,14.54%, 2 ,NO
20454332262,PRIVADA,1,Engineering & Construction,1,45,38.63%, 2 ,NO
20480156979,CONSORCIO,1,0,1,10,85.24%, 1 ,NO
20340546653,PRIVADA,1,Business Services,1,552,27.07%, 2 ,SI
20471505073,PRIVADA,1,Chemicals,1,55,27.07%, 2 ,NO
20513219955,PRIVADA,1,0,1,14,11.54%, 1 ,NO
20447752396,CONSORCIO,1,0,1,87,25.30%, 1 ,NO
20504644074,PRIVADA,1,Retail,1,102,27.57%, 2 ,NO
20106903230,PRIVADA,1,Banking & Capital Markets,1,189,14.54%, 2 ,SI
20383929050,PRIVADA,1,Automotive,1,114,-7.71%, 2 ,SI
20318018856,PRIVADA,1,Consumer,1,4478,-12.42%, 2 ,NO
20524263751,PRIVADA,1,Metals and Mining,1,6,115.05%, 2 ,NO
20521119943,PRIVADA,1,Engineering & Construction,1,493,7.15%, 2 ,NO
20100025168,PRIVADA,1,Retail,3,195,15.04%, 2 ,SI
20464265504,PRIVADA,1,Chemicals,1,141,24.97%, 2 ,NO
20466261255,PRIVADA,1,Technology,1,68,16.29%, 2 ,NO
20511107734,PRIVADA,1,Asset & Wealth Management,1,31,130.18%, 2 ,NO
20492093042,PRIVADA,1,Asset & Wealth Management,1,132,15.04%, 2 ,NO
20100754755,PRIVADA,1,Engineering & Construction,2,36,53.19%, 2 ,NO
20509089923,PRIVADA,1,Retail,1,167,-6.50%, 2 ,NO
20513997222,PRIVADA,1,Consumer,1,34,11.35%, 2 ,NO
20600508548,PRIVADA,1,Consumer,1,130,126.22%, 2 ,SI
20537577232,PRIVADA,1,Transportation & Logistics,1,12,-6.50%, 2 ,NO
20535936669,PRIVADA,1,Retail,1,161,4.28%, 2 ,NO
20535936669,PRIVADA,1,Retail,1,161,4.28%, 2 ,NO
20536924869,PRIVADA,1,Energy,1,269,41.78%, 2 ,NO
20479513300,PRIVADA,1,Retail,1,89,24.71%, 2 ,NO
20536624636,PRIVADA,1,Business Services,1,18,24.71%, 2 ,SI
20125327509,PRIVADA,1,Automotive,8,76,16.29%, 2 ,NO
20432280056,PRIVADA,1,Asset & Wealth Management,1,78,95.59%, 2 ,NO
20218786261,PRIVADA,1,Consumer,1,88,4.28%, 2 ,NO
20258908849,PRIVADA,1,Consumer,2,434,4.28%, 2 ,NO
20501345122,PRIVADA,1,Retail,1,268,15.04%, 2 ,NO
20329895352,PRIVADA,1,Retail,1,143,16.29%, 2 ,NO
20388895757,PRIVADA,1,Retail,1,32,15.04%, 2 ,NO
20263317573,PRIVADA,1,Retail,1,19,24.97%, 2 ,NO
20397180817,PRIVADA,1,Pharma & Life Sciences ,1,81,4.28%, 2 ,NO
20483894814,PRIVADA,1,Consumer,1,544,4.28%, 2 ,NO
20417931393,PRIVADA,1,Transportation & Logistics,9,434,4.28%, 2 ,NO
20514152137,PRIVADA,1,Retail,1,17,16.29%, 2 ,NO
20100343887,PRIVADA,1,Retail,1,13,4.28%, 2 ,NO
20563983176,PRIVADA,1,Retail,1,15,54.52%, 2 ,NO
20471791068,PRIVADA,1,Manufacturing,1,271,4.12%, 2 ,NO
20530897983,PRIVADA,1,Retail,1,162,4.12%, 2 ,NO
20547530552,PRIVADA,1,Retail,1,555,29.45%, 2 ,SI
20600593685,PRIVADA,1,Hospitality & Leisure,1,856,15.04%, 2 ,NO
20530611681,PRIVADA,1,Consumer,1,124,24.97%, 2 ,NO
20530611681,PRIVADA,1,Consumer,1,124,24.97%, 2 ,NO
20100128137,PRIVADA,1,Retail,1,39,16.29%, 2 ,NO
20125862561,PRIVADA,1,Business Services,2,2802,-0.61%, 2 ,NO
20106896276,PRIVADA,1,Business Services,1,401,-6.50%, 2 ,SI
20524045843,PRIVADA,1,Retail,1,323,15.04%, 2 ,NO
20100074371,PRIVADA,1,Metals and Mining,2,279,4.12%, 2 ,NO
20515319574,PRIVADA,1,Retail,1,95,24.71%, 2 ,SI
20131529008,PRIVADA,1,Retail,5,94,24.97%, 2 ,NO
20342868844,PRIVADA,1,Transportation & Logistics,1,314,-15.32%, 2 ,NO
20535627101,PRIVADA,1,Technology,1,579,16.29%, 2 ,SI
20601321948,PRIVADA,1,Metals and Mining,1,5,43.07%, 2 ,NO
20510161069,PRIVADA,1,Consumer,1,220,24.97%, 2 ,NO
20531505787,PRIVADA,1,Engineering & Construction,1,80,80.43%, 2 ,NO
20481045500,PRIVADA,1,Retail,1,9,4.12%, 2 ,NO
20506804524,PRIVADA,1,Engineering & Construction,1,176,101.26%, 2 ,NO
20523163320,PRIVADA,1,Retail,1,54,7.15%, 2 ,NO
20546801471,PRIVADA,1,Technology,1,29,15.04%, 2 ,NO
20472567803,PRIVADA,1,Consumer,1,150,16.65%, 2 ,NO
20419020606,PRIVADA,1,Business Services,1,93,-6.50%, 2 ,NO
20261671914,PRIVADA,1,Consumer,1,108,30.54%, 2 ,NO
20133877615,PRIVADA,1,Media & Entertainment,1,567,-15.32%, 2 ,NO
20517262863,PRIVADA,1,Chemicals,1,18,4.12%, 2 ,NO
20100025915,PRIVADA,1,Automotive,8,244,-4.84%, 2 ,SI
20530811001,PRIVADA,1,Media & Entertainment,2,638,4.12%, 2 ,NO
20537321190,PRIVADA,1,Retail,1,258,15.04%, 2 ,NO
20102881690,PRIVADA,1,Consumer,1,298,16.65%, 2 ,NO
20335315759,PRIVADA,1,Consumer,1,284,24.71%, 2 ,NO
20523552903,PRIVADA,1,Energy,1,114,24.97%, 2 ,NO
20523727550,PRIVADA,1,Metals and Mining,1,132,4.12%, 2 ,NO
20601448875,PRIVADA,1,Consumer,1,10,30.54%, 2 ,NO
